created_at,source,original_text,cleaned_text,extra_clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
2021-06-18 17:56:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","i’m pleased to welcome the wecandothis bus to atlanta today remember there are 3 easy ways to find a covid19 vaccine near you  
🔍 search   
📱text your zip code to 438829  
📞 call 1-800-232-0233 ","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333,0.78333336,en,685.0,221.0,Jmilio54,359,15.0,43.0,,WeCanDoThis,CDCDirector,,
2021-06-18 17:56:54+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,biocubafarma says phase 3 clinical trial results for cuban covid19 vaccines are due out in a few days soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba biocubafarma finlayinstituto cda_dc wola_org aperezriverol ,"Sentiment(polarity=-0.1625, subjectivity=0.2375)",-0.1625,0.2375,en,52.0,28.0,LilyWad75051099,1685,474.0,361.0,,Cuban,MediccGail,,
2021-06-18 17:57:06+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…","It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q","it is really something to see new research coming out about damage to the brain heart and more from covid19 and then watch our government reopen everything and just let covid and deltavariant spread wildly throughout our country

vaccines are great but we need to do more ","Sentiment(polarity=0.37272727272727274, subjectivity=0.46742424242424246)",0.37272727,0.46742424,en,4.0,2.0,trekkerteach12,136334,7778.0,5990.0,,Covid19,LongCovidNYC,,
2021-06-18 17:57:18+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…","It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q","it is really something to see new research coming out about damage to the brain heart and more from covid19 and then watch our government reopen everything and just let covid and deltavariant spread wildly throughout our country

vaccines are great but we need to do more ","Sentiment(polarity=0.37272727272727274, subjectivity=0.46742424242424246)",0.37272727,0.46742424,en,5.0,3.0,SheriD17536431,22403,470.0,1240.0,,Covid19,LongCovidNYC,Nashville,
2021-06-18 17:57:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems","Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0.19583334,0.2875,en,67.0,77.0,DuncanSteele8,92,48.0,74.0,,,MoetiTshidi,,
2021-06-18 17:57:20+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @WHO: @DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who…","@DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity","drtedros ""less than 2% of africa’s population has been vaccinated

vaccines donated next year will be far too late for those who are dying today or being infected today or at risk today""-drtedros covid19 vaccinequity","Sentiment(polarity=-0.09166666666666666, subjectivity=0.41666666666666663)",-0.09166667,0.41666666,en,55.0,32.0,ChrisRamsden4,18238,678.0,570.0,,,WHO,Kent,
2021-06-18 17:57:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @falcicchio: So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to e…","So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to encourage residents to #TakeTheShotDC 

Together, we’ll crush the virus! https://t.co/Q3MPcnZFJL https://t.co/NibVFurhtd","so glad to join training day for the dc covid19 community corps

they will be going door to door and attending events to encourage residents to taketheshotdc 

together we’ll crush the virus  ","Sentiment(polarity=0.625, subjectivity=1.0)",0.625,1.0,en,6.0,3.0,stevenlwalker,35761,5769.0,1848.0,,COVID19,falcicchio,Bending stuff towards justice,
2021-06-18 17:57:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333334,0.45555556,en,203.0,95.0,yuccaldo,68112,1309.0,2618.0,,,globalhlthtwit,"#mRNA/@pfizer 1.shot, 23.04",
2021-06-18 17:57:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VaxHuntersCan: [MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.c…","[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB","[mb] ☀️ winnipeg ☀️ 
available mrna vaccines
📍 scurfield pharmacy (100 201 scurfield blvd)
📞 204-306-4459
💻 
call to confirm availability/book appointment 
protectmb
 vhcdose2 covid19mb vhcmb","Sentiment(polarity=0.625, subjectivity=0.4)",0.625,0.4,en,5.0,2.0,LeahMochula,15932,84.0,592.0,,,VaxHuntersCan,,
2021-06-18 17:57:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GebauerKen: @robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the C…,@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,robinmonotti2 riseoftheproles btw🤔🤔covid19 deaths are super inflated by a rigged pcr test using a survival rate of the covid19 virus of 9997% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the covid19 shot than the “actual” virus 😳😳😳😳😳😳😳😳😳😳😳 ,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5533333333333333)",0.23333333,0.55333334,en,3.0,3.0,siborg76,8290,558.0,1684.0,,,GebauerKen,"England, United Kingdom",
2021-06-18 17:57:31+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa ,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333334,0.45555556,en,203.0,96.0,DrRobinFawcett,182,85.0,110.0,,,globalhlthtwit,London,
2021-06-18 17:57:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JillianHortonMD: That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone wh…,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli","that is great but there are now *zero* appointments available within a 6 hour driving radius of winnipeg for anyone who can only get pfizer for shot 2 

save pfizer for our kids they do not have a choice between vaccines

kindrachukjason souradets mbpoli","Sentiment(polarity=0.4000000000000001, subjectivity=0.7166666666666667)",0.4,0.71666664,en,29.0,5.0,signpostpoetry,19451,850.0,1827.0,,,JillianHortonMD,Treaty One,
2021-06-18 17:57:42+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,biocubafarma says phase 3 clinical trial results for cuban covid19 vaccines are due out in a few days soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba biocubafarma finlayinstituto cda_dc wola_org aperezriverol ,"Sentiment(polarity=-0.1625, subjectivity=0.2375)",-0.1625,0.2375,en,54.0,29.0,laureiropedro1,1349,45.0,258.0,,Cuban,MediccGail,,
2021-06-18 17:57:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly covid19 can rebound and overwhelm health systems","Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0.19583334,0.2875,en,68.0,78.0,yuccaldo,68113,1309.0,2618.0,,,MoetiTshidi,"#mRNA/@pfizer 1.shot, 23.04",
2021-06-18 17:57:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","🚨africa is ""in the midst of a full-blown third wave"" of coronavirus the head of whoafro has warned

cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

jriggers reports ~ 🧵
","Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",0.16666667,0.18888889,en,548.0,614.0,Sportsmk,50865,755.0,646.0,,,TelGlobalHealth,texas,
2021-06-18 17:57:48+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…","It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q","it is really something to see new research coming out about damage to the brain heart and more from covid19 and then watch our government reopen everything and just let covid and deltavariant spread wildly throughout our country

vaccines are great but we need to do more ","Sentiment(polarity=0.37272727272727274, subjectivity=0.46742424242424246)",0.37272727,0.46742424,en,6.0,4.0,RGC_BPPA,262301,2689.0,5003.0,,Covid19,LongCovidNYC,"Lafayette, Louisiana",
2021-06-18 17:57:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","we are dying ugandans need the world to stand with them we need oxygen ppes covid19 vaccines and money to pay our over-stretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago   via dailymonitor","Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",-0.23645833,0.3375,en,855.0,485.0,saanchi_saxena,630,153.0,350.0,,COVID19,Winnie_Byanyima,,
2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ern_reconnet: #ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement…","#ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement #bestpractices for people living with #SystemicLupusErythematosus https://t.co/IJluIIioyn","ernreconnet meeting sle and covid19 vaccines 

""that is the reason why erns were developed""

patientsinvolvement bestpractices for people living with systemiclupuserythematosus ","Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,6.0,4.0,NatxRP,863,70.0,305.0,,ERNReCONNET,ern_reconnet,"Barcelona, Espanya",
2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22","""africa needs millions more doses here &amp now to curb the third wave""

in the midst of a third wave of covid19 cases in africa dr moetitshidi calls out for much-needed covid-19 vaccine doses during this critical time ","Sentiment(polarity=0.125, subjectivity=0.325)",0.125,0.325,en,62.0,48.0,yuccaldo,68114,1309.0,2619.0,,COVID19,WHOAFRO,"#mRNA/@pfizer 1.shot, 23.04",
2021-06-18 17:58:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @EU_Commission: A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people age…,"A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people aged under 45 are more hesitant.

70% also believe the EU plays a key role in ensuring access to vaccines in their country. 🇪🇺

More info 👇 #StrongerTogether","a new eurobarometereu survey shows 79% of europeans intend to get vaccinated against covid19 this year but people aged under 45 are more hesitant

70% also believe the eu plays a key role in ensuring access to vaccines in their country 🇪🇺

more info 👇 strongertogether","Sentiment(polarity=0.20727272727272728, subjectivity=0.5709090909090909)",0.20727272,0.5709091,en,102.0,50.0,CaleEuropaEdic,231322,2228.0,2720.0,,COVID19,EU_Commission,,
2021-06-18 17:58:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","we are dying ugandans need the world to stand with them we need oxygen ppes covid19 vaccines and money to pay our over-stretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago   via dailymonitor","Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",-0.23645833,0.3375,en,855.0,486.0,chloekam09,15562,478.0,441.0,,COVID19,Winnie_Byanyima,,
2021-06-18 17:58:09+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","i’m pleased to welcome the wecandothis bus to atlanta today remember there are 3 easy ways to find a covid19 vaccine near you  
🔍 search   
📱text your zip code to 438829  
📞 call 1-800-232-0233 ","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333,0.78333336,en,687.0,222.0,Renee98929893,16761,12.0,152.0,,WeCanDoThis,CDCDirector,,
2021-06-18 17:58:15+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @LongCovidNYC: The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines a…,"The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines are fantastic but they are not the only thing we need to do to save lives.

Call your elected officials! https://t.co/muzgCGzd2B","the us government is lying to us by pretending covid19 is over it is not over people are still dying daily vaccines are fantastic but they are not the only thing we need to do to save lives

call your elected officials ","Sentiment(polarity=0.13333333333333333, subjectivity=0.6333333333333333)",0.13333334,0.6333333,en,0.0,1.0,corrigan_david,480681,2898.0,5001.0,,Covid19,LongCovidNYC,"Los Angeles, CA",
2021-06-18 17:58:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @wkrafchik: IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni I…,IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni Informal settlement do not have basic services to combat COVID - 8 months later the problem continues! #COVID Inequality ~ share the story!,ibp south africa and partners wrote to the gauteng government in october last year highlighting that residents in emfuleni informal settlement do not have basic services to combat covid - 8 months later the problem continues covid inequality ~ share the story,"Sentiment(polarity=0.0, subjectivity=0.06388888888888888)",0.0,0.06388889,en,3.0,5.0,guyinthecorner1,7377,249.0,375.0,,,wkrafchik,South Africa,
