created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,score,scoremap
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411030] 
Poona Hospital PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 9,
Dose2 Capacit… https://t.co/WtVoW8oPJX",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/qq425KcDDK",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1209,5,… https://t.co/VOY3l5iH4B",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 653,30… https://t.co/ho0D1rN1Ox",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-02-01 11:48:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,13534.0,0.0,JefkeLauriks,78.0,295.0,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",,,negative,0
2021-04-29 13:28:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @P4HR: Key takeaway from @AfAmResearch &amp; @commonwealthfnd's survey: An individual's personal doctor/primary care physician is the most e…,0.125,0.55,en,13.0,0.0,max_hadler,59.0,212.0,[],"[{'screen_name': 'P4HR', 'name': 'Physicians for Human Rights', 'id': 15781769, 'id_str': '15781769', 'indices': [3, 8]}, {'screen_name': 'AfAmResearch', 'name': 'African American Research', 'id': 931232586726301696, 'id_str': '931232586726301696', 'indices': [28, 41]}, {'screen_name': 'commonwealthfnd', 'name': 'Commonwealth Fund', 'id': 23964682, 'id_str': '23964682', 'indices': [48, 64]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411046] 
Santoshnagar Hajrat Yunus PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dos… https://t.co/YRZKia67sf",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 617,30… https://t.co/PXxlGLYcjy",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1173,1,… https://t.co/D3uwly6d9O",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411030] 
Poona Hospital PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,
Dose2 Capacit… https://t.co/JQL0Y06zZG",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,3,
Do… https://t.co/jl4poywJmz",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-15 08:21:45+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,0.5,0.9,en,10131.0,0.0,MmThamie,622.0,1771.0,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'CoronaVirusSA', 'indices': [80, 94]}]","[{'screen_name': 'HealthZA', 'name': 'Department of Health', 'id': 240605588, 'id_str': '240605588', 'indices': [3, 12]}]",,"Umlazi, South Africa",positive,1
2021-03-30 10:29:23+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.13333334,0.45555556,en,27.0,0.0,Gemmabythesea,6.0,99.0,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",,Beside the seaside,positive,1
2021-04-10 06:53:01+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","If you’re outraged too, call your elected officials!!",-1.0,1.0,en,4768.0,0.0,LongCovidNYC,366.0,693.0,[],[],,,negative,0
2021-04-05 14:51:44+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Aalisha46670685: You just want ATTENTION
But you won't call us BACK
maybe you just hate the thought 
of us gone somewhere NEW 
yeah, yo…",-0.22121212,0.45151514,en,2.0,0.0,AsifKha94399341,35.0,28.0,[],"[{'screen_name': 'Aalisha46670685', 'name': 'Aalisha', 'id': 1345422000534167554, 'id_str': '1345422000534167554', 'indices': [3, 19]}]",,,negative,0
2021-02-17 22:58:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.6944444,en,185.0,0.0,Vaccinate4Love,39.0,49.0,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 588,29… https://t.co/02LAPt4aiV",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1151,1,… https://t.co/jlBYh6yMQI",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-15 18:19:04+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GovCanHealth: 1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #CO…,0.125,0.16666667,en,67800.0,0.0,Marie70883246,232.0,344.0,[],"[{'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [3, 16]}]",,"Winnipeg, Manitoba",positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 559,29… https://t.co/DEGoIKeqHh",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1139,1,… https://t.co/gnxH9qCrUd",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/LeIN0OxC8V",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-03-29 13:29:44+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @migovernment: .@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new C…,0.24659091,0.50113636,en,0.0,0.0,BarryAging,1.0,50.0,[],"[{'screen_name': 'migovernment', 'name': 'Michigan.gov', 'id': 16780392, 'id_str': '16780392', 'indices': [3, 16]}, {'screen_name': 'GovWhitmer', 'name': 'Governor Gretchen Whitmer', 'id': 102071743, 'id_str': '102071743', 'indices': [19, 30]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 3,1,
Do… https://t.co/yVmnEv1Nj4",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-15 18:19:04+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.6944444,en,67810.0,0.0,Marie70883246,232.0,344.0,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",,"Winnipeg, Manitoba",positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1128,1,… https://t.co/JplnAlkErQ",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/1CFqAaVBje",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 537,29… https://t.co/f5PfaxE9KG",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-03-31 16:33:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.6944444,en,4784.0,0.0,DrBrighton4,273.0,2135.0,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",,Cuba @ University Of Cuba,positive,1
2021-02-01 13:15:06+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FranceintheUK: #COVID19: France ""is delivering"" with an increase in global vaccine donations to 60 million, says Foreign Minister @JY_L…",-0.0625,0.0625,en,13704.0,0.0,CharenteMec,244.0,675.0,"[{'text': 'COVID19', 'indices': [19, 27]}]","[{'screen_name': 'FranceintheUK', 'name': 'French Embassy UK', 'id': 320826619, 'id_str': '320826619', 'indices': [3, 17]}]",,Nouvelle Aquitaine ,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1120,1,… https://t.co/iz5r8omMay",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411040] 
Chatrapati Shahu Maharaj PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose… https://t.co/AOB5tEyrU1",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 514,29… https://t.co/sZV6ZARvK2",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-04-10 06:53:01+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@DrTomFrieden Please call on US government to do more than just vaccinate. Vaccines are fantastic but we need to do… https://t.co/u1f2sNs7TO,0.45,0.7,en,4781.0,0.0,LongCovidNYC,366.0,694.0,[],"[{'screen_name': 'DrTomFrieden', 'name': 'Dr. Tom Frieden', 'id': 820452522494226433, 'id_str': '820452522494226433', 'indices': [0, 13]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 487,29… https://t.co/lvBZr3hmLd",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1105,1,… https://t.co/QHsi9lfQj2",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 466,29… https://t.co/QLzxSXwTjU",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1092,0,… https://t.co/hmNNjG8xQS",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/dNR8AMRAhm",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-06-15 07:46:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GermanyInAfrica: German Development Minister Gerd Müller's first stop in West Africa this week was Lome, Togo. Minister Müller offered…",0.125,0.16666667,en,52.0,0.0,BlckUniversity,9.0,26.0,[],"[{'screen_name': 'GermanyInAfrica', 'name': 'GIC Africa', 'id': 2341853726, 'id_str': '2341853726', 'indices': [3, 19]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1085,0,… https://t.co/HXvLJ4dYYt",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/pIX5yIfHkw",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 451,29… https://t.co/HvGt0mEtfo",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-19 20:55:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SecBlinken: Today we delivered 1.3+ million vaccines to our neighbors in Mexico. More vaccines are on the way as @StateDept is proud to…,0.65,0.75,en,41.0,0.0,MichelleKwong6,2.0,48.0,[],"[{'screen_name': 'SecBlinken', 'name': 'Secretary Antony Blinken', 'id': 1350150750966603777, 'id_str': '1350150750966603777', 'indices': [3, 14]}, {'screen_name': 'StateDept', 'name': 'Department of State', 'id': 9624742, 'id_str': '9624742', 'indices': [117, 127]}]",,,positive,1
2021-03-15 18:57:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,7767.0,0.0,Palomablanca210,298.0,307.0,"[{'text': 'Cuban', 'indices': [69, 75]}, {'text': 'COVID19', 'indices': [76, 84]}, {'text': 'vaccines', 'indices': [85, 94]}]","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]",,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 431,29… https://t.co/tYMS9ttOGW",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1072,0,… https://t.co/sarng4ihqK",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,0,417… https://t.co/xVXTtPLyno",-0.375,0.5,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-03-21 07:06:43+00:00,"<a href=""http://vaccinehunters.ca/"" rel=""nofollow"">Vaccine Hunter Canada</a>","[MB] 🤩 WINNIPEG 🤩
mRNA vaccines available!
📍Ray of Hope Pharmacy (1 775 Henderson Hwy)
📞 204-800-2593… https://t.co/Ti9hPcxN6G",0.5,0.4,en,7882.0,0.0,VaxHuntersCan,283178.0,2.0,[],[],,Canada,positive,1
